chromosome	start	end	gene	log2	depth	spread
chrX	124030866	124030976	STAG2	0.19707	4495.22	0.0904418
chrX	124030976	124031087	STAG2	0.235372	4623.12	0.0822944
chrX	124031087	124031197	STAG2	0.393537	5126.34	0.0811175
chrX	124031197	124031308	STAG2	-2.0509	943.907	0.121251
chrX	124037405	124037494	STAG2	-2.34536	772.802	0.12742
chrX	124037494	124037584	STAG2	0.622395	6044.71	0.0479954
chrX	124037584	124037673	STAG2	0.63281	6099.04	0.0416803
chrX	124037673	124037763	STAG2	-2.24561	830.302	0.102544
chrX	124042446	124042562	STAG2	-1.63661	1253.12	0.120157
chrX	124042562	124042678	STAG2	0.597651	5905.47	0.0798849
chrX	124042678	124042795	STAG2	-1.44877	1444	0.0997259
chrX	124045119	124045224	STAG2	-0.139713	3537.94	0.110921
chrX	124045224	124045329	STAG2	0.55066	5715.87	0.0721516
chrX	124045329	124045434	STAG2	1.03189	7989.82	0.0648631
chrX	124045434	124045540	STAG2	-0.0153301	3860.07	0.0765951
chrX	124047246	124047337	STAG2	0.108681	4225.76	0.0827071
chrX	124047337	124047429	STAG2	0.77732	6750.25	0.0554028
chrX	124047429	124047521	STAG2	1.08885	8361.8	0.0494712
chrX	124047521	124047613	STAG2	-0.183292	3451.8	0.0533725
chrX	124048889	124048993	STAG2	-2.67225	608.325	0.156739
chrX	124048993	124049098	STAG2	-0.692157	2394.42	0.098083
chrX	124049975	124050072	STAG2	-2.39842	744.069	0.162003
chrX	124050072	124050169	STAG2	-0.275596	3251.58	0.0899555
chrX	124050169	124050267	STAG2	1.23803	9201.93	0.0697681
chrX	124050267	124050364	STAG2	1.28824	9521.91	0.0518547
chrX	124050364	124050461	STAG2	0.207067	4503.94	0.0582804
chrX	124050461	124050559	STAG2	-2.28251	813.89	0.127093
chrX	124050946	124051047	STAG2	-1.85491	1083.56	0.157284
chrX	124051047	124051148	STAG2	0.624679	6090.45	0.0688917
chrX	124051148	124051250	STAG2	0.855458	7119.36	0.0664664
chrX	124051250	124051351	STAG2	0.883206	7226.14	0.0764911
chrX	124051351	124051453	STAG2	0.223361	4565.68	0.102597
chrX	124055909	124056019	STAG2	-2.02534	962.985	0.122706
chrX	124056019	124056130	STAG2	0.36009	5031.47	0.0818002
chrX	124056130	124056240	STAG2	0.500024	5532.66	0.0708275
chrX	124056240	124056351	STAG2	-1.72831	1179.49	0.13902
chrX	124057678	124057786	STAG2	-0.584954	2590.25	0.100799
chrX	124057786	124057894	STAG2	0.903742	7322.5	0.0787624
chrX	124057894	124058002	STAG2	0.312432	4873.53	0.106146
chrX	124061105	124061199	STAG2	-0.0423437	3797.11	0.0667897
chrX	124061199	124061293	STAG2	0.373244	5097.97	0.0581983
chrX	124061293	124061387	STAG2	-0.18417	3440.96	0.0775988
chrX	124061387	124061481	STAG2	-1.98539	983.482	0.162282
chrX	124061665	124061753	STAG2	0.133616	4303.71	0.082411
chrX	124061753	124061842	STAG2	0.786513	6801.07	0.0697353
chrX	124061842	124061931	STAG2	0.511703	5599.72	0.0760154
chrX	124061931	124062020	STAG2	-1.94958	1010.58	0.160159
chrX	124062708	124062801	STAG2	-2.11771	911.755	0.136081
chrX	124062801	124062894	STAG2	0.202392	4528.64	0.0711427
chrX	124062894	124062988	STAG2	0.764524	6688.16	0.0586496
chrX	124062988	124063081	STAG2	0.954917	7622.89	0.0579407
chrX	124063081	124063175	STAG2	1.11769	8494.22	0.059366
chrX	124063175	124063268	STAG2	-0.0859397	3677.44	0.0878422
chrX	124063268	124063362	STAG2	-2.15006	880.644	0.170872
chrX	124063742	124063847	STAG2	0.118275	4286.12	0.0867726
chrX	124063847	124063952	STAG2	0.512709	5604.26	0.0566931
chrX	124063952	124064057	STAG2	0.91646	7410.48	0.0485199
chrX	124064057	124064162	STAG2	-0.221003	3367.91	0.0791707
chrX	124065751	124065855	STAG2	-2.54064	670.755	0.143602
chrX	124065855	124065959	STAG2	0.384212	5133.43	0.0817998
chrX	124065959	124066063	STAG2	-0.15945	3503.41	0.0900132
chrX	124066063	124066167	STAG2	-0.125348	3609.43	0.0817945
chrX	124066167	124066271	STAG2	0.705591	6406.59	0.0842206
chrX	124066271	124066375	STAG2	0.932108	7505.26	0.0630025
chrX	124066375	124066479	STAG2	0.893957	7275.71	0.0503013
chrX	124066479	124066584	STAG2	-2.11198	912.047	0.119186
chrX	124068385	124068492	STAG2	-1.88119	1058.7	0.135566
chrX	124068492	124068600	STAG2	0.334675	4924.82	0.0746162
chrX	124068600	124068707	STAG2	0.704354	6356.74	0.0744894
chrX	124068707	124068815	STAG2	-2.03734	959.172	0.132915
chrX	124071128	124071225	STAG2	0.542658	5742.58	0.0483713
chrX	124071225	124071322	STAG2	0.730653	6562.29	0.0571767
chrX	124071322	124071420	STAG2	-0.21932	3373.08	0.0806178
chrX	124076214	124076307	STAG2	-1.25315	1644.56	0.125793
chrX	124076307	124076401	STAG2	0.950098	7599.24	0.0621467
chrX	124076401	124076495	STAG2	0.925444	7470.79	0.0539827
chrX	124076495	124076589	STAG2	-1.35844	1533.87	0.104902
chrX	124077813	124077903	STAG2	-2.09127	921.246	0.146671
chrX	124077903	124077994	STAG2	-0.188004	3427.76	0.0819038
chrX	124077994	124078085	STAG2	0.513758	5618.11	0.0697488
chrX	124081214	124081321	STAG2	-1.77977	1149.59	0.12026
chrX	124081321	124081429	STAG2	0.375684	5117.48	0.0791074
chrX	124081429	124081537	STAG2	0.695785	6332.04	0.0851061
chrX	124081537	124081645	STAG2	-2.20514	839.693	0.16857
chrX	124083291	124083397	STAG2	0.47239	5432	0.0675443
chrX	124083397	124083503	STAG2	0.982171	7772.56	0.0597415
chrX	124083503	124083609	STAG2	0.412149	5253.43	0.0791671
chrX	124083609	124083715	STAG2	-1.95758	1009.4	0.163911
chrX	124086441	124086545	STAG2	0.00656057	3937.38	0.067598
chrX	124086545	124086649	STAG2	-0.0387886	3815.78	0.0657822
chrX	124086649	124086753	STAG2	0.303849	4842.12	0.0634042
chrX	124086753	124086857	STAG2	-0.209744	3376.94	0.0900193
chrX	124090507	124090601	STAG2	0.253795	4667.46	0.0602029
chrX	124090601	124090696	STAG2	0.429709	5297.3	0.0801155
chrX	124090696	124090791	STAG2	0.179315	4430.89	0.0930643
chrX	124090791	124090885	STAG2	-0.0247409	3865.05	0.0847901
chrX	124090885	124090980	STAG2	0.806627	6854.04	0.0664348
chrX	124090980	124091075	STAG2	-0.116999	3617.4	0.0793106
chrX	124091075	124091170	STAG2	-2.65583	622.774	0.153792
chrX	124093912	124094003	STAG2	0.122931	4274.88	0.0743891
chrX	124094003	124094094	STAG2	0.753557	6641.25	0.0518519
chrX	124094094	124094185	STAG2	0.532579	5686.04	0.0525971
chrX	124094185	124094277	STAG2	-2.10748	917.549	0.105989
chrX	124095288	124095380	STAG2	0.288487	4783.14	0.0595066
chrX	124095380	124095472	STAG2	0.0105725	3961.59	0.0474462
chrX	124095472	124095564	STAG2	-0.844307	2191.29	0.0819485
chrX	124095564	124095656	STAG2	-2.51881	682.565	0.165029
chrX	124100412	124100516	STAG2	-2.19418	857.265	0.134109
chrX	124100516	124100621	STAG2	-0.22602	3334.96	0.0907883
chrX	130005077	130005173	BCORL1	-2.46614	712.739	0.119897
chrX	130005173	130005270	BCORL1	0.0259176	3984.12	0.0619377
chrX	130005270	130005367	BCORL1	0.8166	6890.56	0.0455054
chrX	130005367	130005464	BCORL1	-0.140924	3547.86	0.0571202
chrX	130012457	130012556	BCORL1	-0.139406	3556.12	0.0688336
chrX	130012556	130012655	BCORL1	-0.273056	3256.8	0.0564586
chrX	130012655	130012755	BCORL1	-0.268169	3252.13	0.0502818
chrX	130012755	130012854	BCORL1	-0.850358	2185.62	0.0658965
chrX	130012854	130012954	BCORL1	0.0578826	4092.14	0.0544549
chrX	130012954	130013053	BCORL1	0.591744	5905.95	0.0739839
chrX	130013053	130013152	BCORL1	0.17603	4452.15	0.0736735
chrX	130013152	130013252	BCORL1	0.550509	5759.94	0.0570368
chrX	130013252	130013351	BCORL1	0.440906	5327.77	0.0605923
chrX	130013351	130013451	BCORL1	-0.366387	3038.96	0.0765284
chrX	130013451	130013550	BCORL1	0.454752	5374.23	0.0544165
chrX	130013550	130013649	BCORL1	0.546965	5719.54	0.0645566
chrX	130013649	130013749	BCORL1	-0.582893	2579.96	0.13042
chrX	130013749	130013848	BCORL1	-0.634913	2518.78	0.163106
chrX	130013848	130013948	BCORL1	-1.5664	1330.58	0.192446
chrX	130013948	130014047	BCORL1	-0.918692	2076.26	0.154965
chrX	130014047	130014146	BCORL1	-0.630397	2506.05	0.119573
chrX	130014146	130014246	BCORL1	-0.181082	3465.79	0.0920688
chrX	130014246	130014345	BCORL1	0.726317	6486.8	0.0555789
chrX	130014345	130014445	BCORL1	-0.120787	3613.31	0.0636368
chrX	130014445	130014544	BCORL1	-0.542257	2710.93	0.0805089
chrX	130014544	130014644	BCORL1	-0.413812	2951.62	0.0879773
chrX	130014644	130014743	BCORL1	-0.403417	2965.67	0.0983064
chrX	130014743	130014842	BCORL1	0.779851	6743.5	0.0570266
chrX	130014842	130014942	BCORL1	0.628617	6084.79	0.0637694
chrX	130014942	130015041	BCORL1	-0.0615918	3771.3	0.0709685
chrX	130015041	130015141	BCORL1	0.233528	4639.38	0.049465
chrX	130015141	130015240	BCORL1	0.799816	6858.38	0.0474423
chrX	130015240	130015339	BCORL1	-0.42154	2942.59	0.0672397
chrX	130015339	130015439	BCORL1	0.373091	5133.14	0.0843254
chrX	130015439	130015538	BCORL1	0.361457	5085.88	0.0785346
chrX	130015538	130015638	BCORL1	-0.187442	3452.82	0.0708664
chrX	130015638	130015737	BCORL1	-0.257831	3285.59	0.0695286
chrX	130015737	130015836	BCORL1	-0.653609	2500.14	0.0498137
chrX	130015836	130015936	BCORL1	-1.33598	1558.62	0.0403084
chrX	130015936	130016035	BCORL1	0.750683	6619.81	0.035933
chrX	130016035	130016135	BCORL1	0.586616	5909.59	0.0503419
chrX	130016135	130016234	BCORL1	0.0143122	3969.26	0.0631183
chrX	130016234	130016334	BCORL1	-0.00979539	3904.49	0.0566134
chrX	130020943	130021057	BCORL1	-0.0606183	3762.54	0.0413706
chrX	130021057	130021171	BCORL1	-0.529249	2731.56	0.0935162
chrX	130021171	130021286	BCORL1	-2.37695	756.62	0.1171
chrX	130022790	130022884	BCORL1	-0.633248	2521.66	0.047735
chrX	130022884	130022978	BCORL1	0.493963	5543.92	0.047283
chrX	130022978	130023073	BCORL1	-0.519805	2734.81	0.051488
chrX	130024872	130024965	BCORL1	-0.131136	3593.62	0.0504739
chrX	130024965	130025058	BCORL1	0.200183	4513.14	0.0563359
chrX	130025058	130025151	BCORL1	-0.0260556	3868.1	0.0569106
chrX	130025151	130025244	BCORL1	-0.122609	3622.5	0.0509366
chrX	130025244	130025337	BCORL1	0.516744	5619.78	0.0454804
chrX	130025337	130025430	BCORL1	-0.269353	3256.87	0.0680077
chrX	130025430	130025523	BCORL1	-2.49183	704.616	0.0995433
chrX	130028513	130028605	BCORL1	-0.0514349	3792.78	0.0606337
chrX	130028605	130028698	BCORL1	-0.176514	3494.83	0.0585086
chrX	130028698	130028791	BCORL1	0.511312	5584.04	0.0482425
chrX	130028791	130028884	BCORL1	0.290206	4797.17	0.0413883
chrX	130028884	130028977	BCORL1	-3.16769	438.189	0.0930557
chrX	130034312	130034420	BCORL1	-2.31853	794.337	0.0911912
chrX	130034420	130034528	BCORL1	0.142995	4328.7	0.0525211
chrX	130034528	130034637	BCORL1	1.03963	8060.12	0.048784
chrX	130034637	130034745	BCORL1	0.314783	4927.19	0.072684
chrX	130034745	130034854	BCORL1	-2.33931	774.297	0.127479
chrX	130037335	130037433	BCORL1	0.562897	5805.32	0.0502104
chrX	130037433	130037532	BCORL1	0.284291	4784.68	0.0440066
chrX	130037532	130037631	BCORL1	-0.470302	2826.73	0.0671386
chrX	130039014	130039111	BCORL1	0.0206841	3974.97	0.0448936
chrX	130039111	130039208	BCORL1	0.0819356	4136.56	0.0632179
chrX	130039208	130039305	BCORL1	-0.265092	3262.21	0.0593486
chrX	130039305	130039403	BCORL1	0.0539101	4078.84	0.0569674
chrX	130050568	130050663	BCORL1	-2.46389	709.793	0.117662
chrX	130050663	130050759	BCORL1	0.23868	4641.73	0.0461876
chrX	130050759	130050855	BCORL1	0.987431	7765.03	0.0358867
chrX	130050855	130050951	BCORL1	-1.13251	1792.19	0.0664764
chrX	130051819	130051908	BCORL1	0.391701	5128.87	0.0699798
chrX	130051908	130051998	BCORL1	0.168709	4401.97	0.0766512
chrX	130051998	130052088	BCORL1	-0.941954	2050.09	0.091965
chrX	130052088	130052178	BCORL1	-2.68049	619.757	0.135257
chrX	130055751	130055845	BCORL1	-0.0624936	3731.01	0.05417
chrX	130055845	130055939	BCORL1	-0.139577	3561.7	0.0567179
chrX	130055939	130056034	BCORL1	0.108066	4244.94	0.0735
chrX	130056034	130056128	BCORL1	0.218235	4580.86	0.0697903
chrX	130056128	130056223	BCORL1	0.064343	4108.96	0.0490489
chrX	134377463	134377566	PHF6	-1.73719	1172.53	0.121287
chrX	134377566	134377670	PHF6	1.06413	8209.43	0.0677634
chrX	134377670	134377774	PHF6	1.04852	8129.31	0.0717363
chrX	134377774	134377878	PHF6	-0.422705	2926.64	0.128496
chrX	134377878	134377981	PHF6	0.248005	4660.16	0.119857
chrX	134377981	134378085	PHF6	1.39201	10307.7	0.0902741
chrX	134378085	134378189	PHF6	0.695124	6378.85	0.0967027
chrX	134378189	134378293	PHF6	-1.62569	1271.85	0.17249
chrX	134393375	134393470	PHF6	-2.43108	731.127	0.133258
chrX	134393470	134393566	PHF6	0.384302	5135.34	0.0614171
chrX	134393566	134393661	PHF6	0.463376	5424.22	0.0664323
chrX	134393661	134393757	PHF6	-1.92739	1040.02	0.150855
chrX	134393773	134393877	PHF6	-2.17455	857.02	0.214215
chrX	134393877	134393982	PHF6	-0.750616	2274.27	0.132512
chrX	134413378	134413481	PHF6	0.038588	4039.17	0.061246
chrX	134413481	134413585	PHF6	1.01848	7978.18	0.0524548
chrX	134413585	134413689	PHF6	0.399791	5207.2	0.0849483
chrX	134413689	134413793	PHF6	-1.03157	1920.82	0.123467
chrX	134413793	134413897	PHF6	0.322072	4907.12	0.0617526
chrX	134413897	134414001	PHF6	0.282441	4793.6	0.0619616
chrX	134414001	134414105	PHF6	-1.95876	1016.7	0.10867
chrX	134414893	134414995	PHF6	-2.32146	780.951	0.166196
chrX	134414995	134415098	PHF6	0.0882391	4149.31	0.090208
chrX	134415098	134415200	PHF6	0.490308	5534.01	0.0909035
chrX	134415200	134415303	PHF6	0.0699919	4123.49	0.0964491
chrX	134417055	134417161	PHF6	-0.559621	2670.95	0.0634722
chrX	134417161	134417267	PHF6	1.28646	9564	0.0495977
chrX	134417267	134417373	PHF6	0.728275	6490.39	0.0677423
chrX	134417373	134417480	PHF6	-1.84321	1081.98	0.159301
chrX	134424910	134425011	PHF6	-2.5757	655.524	0.126402
chrX	134425011	134425113	PHF6	-0.254709	3290.95	0.0700434
chrX	134425113	134425215	PHF6	0.704292	6400.21	0.0552673
chrX	134425215	134425316	PHF6	0.975161	7741.22	0.0528247
chrX	134425316	134425418	PHF6	0.369538	5059.3	0.054417
chrX	134425418	134425520	PHF6	-2.31049	790.319	0.12511
